gene	20191001_sample_1_S1	20191001_sample_2_S3	20191001_sample_3_S5	20191001_sample_4_S7	20191001_sample_5_S9	20191001_sample_6_S11	20191003_sample_2_S13	20191003_sample_3_S15	20191003_sample_4_S17	20191003_sample_5_S19	20191003_sample_6_S21	20191010_sample_1_S2	20191010_sample_2_S4	20191010_sample_3_S6	20191010_sample_4_S8	20191010_sample_6_S10	20191010_sample_7_S12	20191028_sample_1_S14	20191028_sample_2_S16	20191028_sample_3_S18	20191028_sample_4_S20	20191028_sample_5_S22	20191030_sample_2_S24	20191030_sample_3_S26	20191030_sample_4_S28	20191030_sample_5_S30	20191101_sample_1_S32	20191101_sample_2_S34	20191101_sample_3_S36	20191101_sample_4_S38	20191101_sample_5_S40	20191101_sample_6_S23	20191104_sample_1_S25	20191104_sample_2_S27	20191104_sample_3_S29	20191104_sample_4_S31	20191105_sample_1_S33	20191105_sample_2_S35	20191105_sample_3_S37	20191105_sample_4_S39	20191105_sample_5_S41	20191106_sample_2_S42	20191106_sample_3_S44	20191106_sample_5_S46	20191107_sample_1_S48	20191107_sample_2_S50	20191107_sample_3_S52	20191107_sample_4_S54	20191108_sample_1_S56	20191108_sample_4_S58	20191108_sample_5_S60	20191114_sample_1_S43	20191114_sample_2_S45	20191114_sample_3_S47	20191114_sample_4_S49	20191114_sample_5_S51	20191114_sample_7_S53	20191114_sample_8_S55	20191114_sample_9_S57	BLANK_1_S59	BLANK_2_S61	BLANK_3_S62	Undetermined_S0
Swi5	0	0	182	377	0	134	0	0	2	928	124	107	427	891	10	209	7	0	0	118	0	0	0	2	0	308	298	478	74	0	143	392	169	1	0	196	0	722	4	0	265	0	0	948	0	514	78	287	79	227	78	0	151	4	38	0	381	0	1023	0	1	0	282
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi5l	1235	0	38	0	0	160	0	544	592	596	0	0	2791	596	0	623	0	0	0	510	0	6	0	119	0	11	0	243	0	0	1	0	0	0	0	0	0	0	0	0	170	2713	0	213	0	801	0	0	0	0	302	0	0	0	0	0	0	28	0	0	0	0	441
Lims1	0	0	0	0	1	0	0	0	0	743	29	0	3434	798	0	0	418	0	0	63	0	0	0	220	0	148	0	83	0	0	0	2	0	0	0	372	0	0	0	0	13	0	462	0	0	0	0	5	0	0	8	749	1	62	0	0	2	0	0	0	0	0	203
Gnrhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk16	1801	0	142	0	1081	18	588	298	951	1610	2	382	2329	923	835	3518	0	0	0	374	1	1	0	1425	0	35	3091	2	0	1227	4130	2	1	563	0	2843	0	1275	3	3345	2666	0	0	2	0	2412	527	798	0	971	259	1403	0	0	75	0	488	1585	0	3	2	0	1432
Dnm1l	13	0	344	850	1309	648	1	4	0	6778	636	785	2493	3553	0	8166	222	2	0	1440	63	27	4	1330	27	1636	4386	1710	3	44	6936	23	1	0	952	2356	0	0	6	1676	2090	8196	709	1464	0	10569	1040	78	1647	0	29	1546	0	111	300	0	3	222	3621	1	1	1	2529
Slc4a7	0	0	0	233	336	0	0	0	1536	567	957	3	1903	216	237	441	2356	0	0	0	0	0	0	579	0	1319	0	253	4	0	1	0	0	0	0	0	0	0	1	1595	8	0	0	0	0	0	0	0	0	0	140	479	0	0	0	1	0	0	56	0	0	0	355
Ltb4r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crlf2	17	0	0	0	0	46	1	0	0	0	11	0	5	0	0	6	3	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	2	0	1	0	0	15	0	0	6	1	0	0	0	0	9
Gm9866	0	0	0	0	0	0	0	5	0	0	0	0	987	1023	0	702	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
Med23	1184	0	0	0	139	0	0	1100	0	1859	1	0	0	1469	0	0	491	1	0	641	0	12	4	95	0	0	1645	0	893	266	547	2	0	0	1	0	0	1	0	62	202	2600	571	0	0	0	0	181	0	0	0	57	0	2	0	0	0	666	0	0	0	0	593
Timp4	1109	0	0	0	0	0	0	0	3	0	1	270	343	0	0	0	157	0	0	0	0	0	0	0	0	137	103	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	79	0	46	0	0	0	0	0	0	0	0	84
Wnt16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hars2	71	1	0	0	1462	1068	0	0	0	1173	1	2400	1082	101	0	691	0	805	0	0	0	0	0	0	0	1	0	0	167	0	0	4	0	2	0	1454	0	365	3217	1430	0	0	930	0	0	0	0	1	0	0	0	728	0	1212	0	0	0	0	1	0	0	0	546
Slc35c2	6	0	0	21	954	0	0	196	10	1134	0	507	1115	445	633	427	350	0	0	0	0	4	0	1	0	2	188	0	621	0	1076	0	0	0	2	1134	0	0	0	0	515	2479	0	410	0	768	496	1	0	0	0	0	0	118	669	0	0	0	0	0	0	0	491
Ostc	0	0	43	0	0	0	1	384	0	1532	0	277	673	1731	0	627	0	219	0	0	10	4	0	1	0	4	1552	0	112	1	2056	0	52	0	0	0	2	0	13	0	248	3373	0	490	0	1335	0	0	24	682	0	170	0	0	0	0	229	42	3757	0	0	1	737
Gmpr	1352	0	0	0	51	3	0	218	0	1379	0	0	34	793	0	1250	65	0	0	929	0	2	0	3	0	3	511	0	114	0	1976	1	0	0	0	0	0	0	256	835	443	1265	0	826	0	302	1	0	711	0	82	0	0	0	0	0	0	0	229	1	1	0	490
Krt90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrb	0	0	0	48	0	0	0	0	0	0	0	0	654	0	0	10	0	0	0	28	0	5	0	10	0	0	3	386	0	0	4	32	0	0	0	0	0	486	3	0	41	1217	0	0	0	0	326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111
Arpp21	0	0	1	0	2	0	2	0	72	49	6675	11560	2	8499	0	93	4246	0	0	0	0	0	10	4934	6530	0	987	5244	1308	1500	2916	8309	3	515	1	1	18	819	0	0	0	0	3367	173	3	0	85	1	0	854	3727	2210	119	1338	45	0	8721	3433	154	0	0	0	2491
Trmt1	1436	0	0	668	0	129	0	981	1088	1292	635	869	2988	168	1387	1106	1494	127	0	3615	0	0	0	849	0	1636	1424	2585	1374	28	1696	5	56	0	0	4132	639	4	2895	1138	194	0	8	0	0	0	660	63	0	3	1	723	0	0	0	1	87	987	0	0	0	0	1156
Nudcd3	5	0	29	482	39	17	0	1	146	4895	80	206	1484	4417	0	0	408	654	0	4	0	0	0	160	303	328	18	7	365	4	330	8	0	1	0	0	0	1191	3	4	618	0	0	0	68	514	28	0	55	3021	70	6	1	10	0	0	2	0	0	0	0	0	543
Rnf114	1579	0	0	0	0	0	0	0	0	607	1	0	2314	32	0	1393	206	1	0	0	0	0	0	0	0	218	1986	0	0	0	0	0	385	1	0	0	0	1016	1	0	106	0	0	0	0	1675	1465	0	0	0	134	0	392	251	0	0	66	0	0	0	0	2	468
Ptk2b	0	0	0	0	0	0	3	0	0	1	71	175	812	3799	0	0	1900	0	0	0	1905	0	0	2286	0	0	1	3711	2	2232	6620	1	1	3	93	0	5	1564	0	0	0	0	110	1068	0	149	0	2	1613	0	3	2	1148	1007	0	0	2543	1419	311	0	0	0	1022
Gramd3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zfp553	0	0	0	0	22	0	0	0	0	0	0	137	499	0	0	547	18	0	0	18	0	0	0	0	0	0	160	520	27	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	141	0	1	1	0	0	0	0	0	0	0	0	540	0	0	0	0	75
Elp2	3710	0	168	130	322	168	1	255	0	4097	695	970	3639	2553	1200	6280	1576	729	0	953	0	7	0	114	668	2360	499	0	1204	212	0	6	0	610	0	838	1	0	302	642	589	2336	0	2728	0	6	0	0	28	0	301	1219	0	0	0	0	670	0	0	0	0	1	1345
2210016F16Rik	0	0	0	0	0	0	0	0	68	420	0	0	0	49	0	126	0	238	0	0	0	0	0	0	0	2297	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	1	0	0	0	0	0	0	0	0	0	0	123
Bag5	0	0	27	98	0	0	0	0	0	3	0	0	4251	0	0	926	581	0	0	1122	0	0	1	2	0	4	0	0	0	0	2087	0	1	0	0	0	0	0	2	0	72	0	0	941	0	1006	0	13	0	0	250	0	1	15	0	0	0	0	1501	0	0	0	352
Pdcd2l	0	71	0	0	0	0	0	0	0	316	0	0	1389	230	0	412	0	0	0	0	0	0	0	238	0	87	441	329	20	234	0	70	0	0	0	0	1	0	0	0	40	0	0	217	0	0	1	0	0	26	0	0	0	0	0	0	183	0	0	0	0	0	117
Omd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h2	0	0	0	0	0	0	0	0	0	912	300	0	490	0	0	446	0	542	0	853	0	0	1546	0	0	600	509	0	0	0	607	0	0	0	0	0	0	0	0	0	165	0	0	0	0	985	957	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	270
Nrf1	0	0	0	1	761	0	0	0	0	1	0	0	0	298	0	0	3	0	0	0	0	0	0	13	0	0	1	0	0	32	0	2	0	0	0	0	0	0	195	0	52	0	0	506	0	0	68	0	0	0	0	628	0	0	1	0	0	0	0	0	0	0	61
Tktl1	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	49	53	0	0	119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	6
Utp14a	0	0	0	0	0	0	1	0	156	0	0	0	455	540	13	0	0	0	0	1383	0	1	0	509	0	128	1383	1041	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	944	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242
Taf7l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pus10	3284	0	0	1	39	0	0	2	84	1	56	2065	1335	1	1	510	923	794	0	341	0	0	0	68	0	0	0	0	0	0	0	100	0	0	0	0	0	0	2738	0	105	9	0	0	0	0	119	62	0	0	0	1465	0	867	0	0	41	0	0	0	0	0	492
Atp1b3	0	0	697	0	32	0	2	0	1401	666	428	1120	750	2175	1559	121	42	0	0	0	0	3	0	1435	0	0	0	0	2	1135	104	1	0	0	0	1401	1	0	0	2289	202	880	0	0	0	0	0	0	0	0	0	281	0	40	36	0	213	0	0	0	0	0	540
Srcin1	1	0	32	0	116	0	0	0	34	57	212	83	23	176	21	339	1	5	0	311	0	0	94	0	0	0	0	244	0	0	0	202	0	0	0	375	72	0	172	211	11	0	0	0	0	57	0	6	3	0	0	0	2	0	0	0	0	0	0	0	0	0	69
Clasp1	0	0	277	468	1	0	0	54	584	504	0	26	372	423	25	641	735	17	0	1052	0	0	5	1827	1302	0	541	0	206	520	2	147	0	2	0	45	2	0	5373	2152	373	16	356	148	0	0	1530	710	0	0	315	1772	0	711	0	0	935	265	2	0	0	0	732
Mir6402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Phf3	13	0	0	732	0	0	0	88	0	1	4	40	0	134	11	180	76	230	0	876	1	0	0	458	562	2549	1439	0	0	0	0	2	0	0	0	1204	0	0	0	237	68	198	0	1284	0	1890	34	0	0	0	12	400	0	0	0	0	609	0	0	0	0	0	392
F930015N05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330020H09Rik	16	0	0	12	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	37	75	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	320	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34
Gm13884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l11	0	0	1258	0	342	0	0	48	0	931	2	0	1101	0	0	0	723	0	0	747	0	0	0	0	0	0	1	0	36	0	3	0	0	0	0	6	872	0	294	247	318	0	0	0	0	194	0	0	0	0	0	360	0	0	0	0	0	133	0	0	0	0	239
Akt1	1	0	0	0	4	0	0	53	0	87	0	112	4	97	85	76	50	0	0	141	0	0	0	0	0	83	0	0	3	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	0	7	1	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	44
Psmb4	0	0	41	0	0	0	765	1	891	1192	0	567	1356	1753	0	370	381	109	0	259	0	1	0	105	1406	500	477	252	1155	7	1422	1596	0	0	0	0	0	0	0	522	490	583	204	2777	0	1313	145	0	1	979	39	8	0	0	291	0	0	0	25	0	0	0	676
Psma2	0	0	461	0	1138	0	1	0	579	1633	0	514	2783	2504	375	1362	434	326	0	350	0	0	1	3	0	5	1557	0	3	867	2654	1025	0	0	0	817	0	250	0	0	348	496	391	1483	0	2073	0	0	2495	0	1	90	0	159	0	0	0	1	1	0	2	0	725
Tmprss15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl2	103	0	892	284	263	1858	0	212	33	3948	294	209	2644	1479	409	7244	324	621	0	922	0	8	2	944	0	498	3571	0	3	0	2	108	0	0	2	3405	1	0	0	0	408	2611	848	0	0	6642	1385	0	721	0	3	906	0	0	311	3	1028	396	0	0	0	0	1435
Kif1b	3645	361	122	2377	661	536	1	1561	2200	2951	2312	1748	3003	140	799	3692	1989	984	388	2110	0	58	3	1260	1566	2471	211	1553	743	3060	2060	2677	11	383	0	1017	4	778	2297	540	686	0	1659	14	469	1	912	348	0	0	2228	1341	0	354	20	1	1660	124	0	1	0	0	1828
Ube2i	0	0	14	81	3	62	0	58	0	613	44	0	55	306	57	0	109	0	242	140	0	0	0	7	139	215	13	14	0	434	27	0	18	0	0	104	0	100	0	229	127	202	112	43	0	117	6	15	243	4	97	61	104	41	0	0	13	12	0	0	0	0	143
Ddx6	742	0	0	992	27	0	0	0	21	584	524	1759	654	999	808	2	329	125	0	0	0	0	1387	0	1	3	325	1012	53	99	73	14	0	0	0	27	0	0	958	1	65	0	21	2	0	1	105	107	0	0	7	1162	0	28	0	0	1	0	4	0	0	0	402
Sar1a	2448	947	1	427	0	4	0	110	135	3109	3	0	806	3546	1052	0	903	27	0	234	0	7	1416	36	2	7	2011	0	0	4	3897	9	0	1	0	4748	3	0	10	0	903	2576	832	1234	0	4265	1109	0	0	1292	309	0	0	120	0	1	573	0	3102	0	0	0	1307
Pidd1	0	0	0	0	0	0	0	0	0	0	0	191	0	22	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Uaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plac1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng13	14	8	0	0	0	23	0	0	0	60	0	24	90	55	0	10	6	0	0	0	23	0	0	43	24	13	20	3	45	0	0	25	25	0	0	0	51	0	1	0	9	0	0	13	0	17	0	0	33	9	3	0	0	0	0	0	9	8	32	0	0	0	33
Sdccag8	0	0	0	0	0	0	0	0	0	567	0	28	10	0	0	0	19	0	0	0	0	0	0	0	0	2	0	0	0	210	0	0	0	2	0	29	0	0	0	0	176	0	77	0	0	1031	0	0	0	0	153	3	0	822	0	0	0	0	293	0	0	0	85
Mospd1	0	0	0	0	2	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	3	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	13	0	0	0	0	0	60
Tab3	618	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	62
Prdx5	0	0	0	101	0	35	360	3	131	953	119	472	921	841	214	2285	220	45	257	0	0	2	1	3	580	6	915	0	21	369	822	323	606	0	0	0	536	173	0	0	263	915	74	1579	0	1328	0	1	535	0	69	118	0	0	69	12	54	0	2	0	0	1	689
Zcchc18	7814	700	31	2006	2910	4677	86	1828	6070	9294	2505	642	12625	10957	1297	1400	3029	738	2	2197	2	23	2	1105	4	187	6059	70	2046	12677	4	21	3486	50	4	3640	1	105	6025	4608	2949	9937	898	10047	1274	13214	6801	3136	3159	2	1716	819	1	3904	1282	2	1	2355	644	1	0	1	5194
Piezo1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	6
B3galt5	0	0	0	951	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
Atp6ap1	5841	0	3904	1670	2887	2783	1	2946	2214	16906	693	2047	9486	4404	0	7408	2576	0	0	0	1	8	1913	1231	0	1113	124	599	901	1795	4	7727	1	1	0	689	0	4	2354	6	2688	3752	1	0	0	518	148	707	0	0	838	80	1	0	3	2	0	1	1921	0	1	0	3075
Mir7073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l2	1365	0	467	487	568	845	0	335	0	363	340	21	155	146	347	180	894	58	0	793	1	0	0	41	199	0	257	395	21	167	0	382	921	0	0	219	1	12	1141	1176	21	0	247	1	68	88	11	3	0	0	9	328	0	23	74	0	532	632	0	0	0	0	484
Dlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd33	0	0	0	0	0	0	0	0	0	0	0	0	1564	0	0	0	529	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	86
Evc	0	0	614	0	0	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
Shroom2	1	0	0	485	0	549	1	882	0	4684	0	649	2274	3569	0	759	130	0	0	0	0	7	0	0	0	9	4150	0	0	0	4	0	0	1	0	0	0	2	0	4	1947	3574	736	0	0	2109	1	0	0	0	0	0	0	0	0	0	0	755	0	0	1	1	955
1500009C09Rik	0	15	0	0	0	14	0	146	0	213	0	0	0	82	0	0	0	62	0	0	0	0	0	0	1	2	0	0	0	0	1094	0	0	0	0	42	0	0	0	0	205	20	0	0	0	272	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Nhlrc2	0	0	0	124	1	0	0	0	98	1015	0	386	1169	280	321	0	103	0	0	0	0	0	0	106	0	0	546	0	0	0	1	22	0	0	0	0	0	0	45	0	0	0	0	0	0	1	0	28	0	0	602	0	0	262	0	0	0	0	0	0	0	0	125
Col4a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd5	85	0	535	217	0	97	0	323	158	1054	0	134	1221	172	187	967	51	0	0	832	0	1	1	322	0	724	909	1603	458	9	3	866	0	2	0	2906	1	405	2156	35	152	636	130	0	0	361	375	278	0	311	0	142	0	495	0	2	208	137	2	0	0	0	545
Sf3a3	17	0	0	7	0	0	0	0	0	65	354	3234	690	992	0	862	1021	71	5	92	0	1	0	155	0	3	826	0	813	0	3368	0	0	0	1	2311	0	0	0	1492	0	0	0	893	0	16	0	450	0	0	1	0	0	0	884	0	208	0	0	1	0	0	486
Krtcap3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aff4	35	0	42	480	0	461	1661	59	854	733	1906	2701	229	1055	792	1073	313	40	0	1358	0	0	2676	117	1799	1677	2380	2074	1168	0	1405	173	105	3	0	1269	3	1	826	710	255	0	8	0	0	2536	104	20	0	0	643	538	0	732	0	0	403	24	0	0	0	1	1056
Iyd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7077	5	0	0	0	2	1	0	2	0	2	2	0	0	13	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	1	0	2	6	1	0	0	10	0	0	0	0	0	3	0	0	0	0	5	0	22	0	0	0	5
Smim4	0	0	0	0	0	0	0	0	0	12	1	0	19	627	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	81	0	56	0	0	0	0	0	0	0	0	2	0	38	46	0	0	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
Smc6	124	748	1	943	1	1	0	55	1	1726	870	76	405	391	74	1326	0	0	0	0	0	0	1711	252	0	2	1	0	52	0	3	0	1798	0	0	659	6	6	0	206	101	1	0	600	0	1549	0	267	0	0	114	232	3	0	0	0	1050	1868	0	0	0	0	523
Nsmf	332	0	160	40	398	687	569	727	1300	19	173	323	947	808	165	1093	349	0	0	7	77	2	1	324	2	5	2774	1092	56	1160	1544	0	0	1	0	14	6	1	454	0	536	1416	768	1985	1322	1685	195	0	0	867	110	16	795	260	0	0	1055	409	29	0	0	0	831
Slc5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxr1	2155	1	36	49	2539	817	1	7	327	8893	484	283	13696	7877	1015	10872	1077	1	1812	3320	6	2	2	1085	0	1990	6647	870	1699	1	201	1	3	542	0	108	1522	1630	3835	442	2929	0	96	1345	0	9225	3101	569	3	205	359	367	0	1	321	1	1733	1404	2220	0	0	0	2808
